time,amplitude
1.016,-0.665
1.02,-0.67
1.024,-0.655
1.028,-0.625
1.032,-0.615
1.036,-0.56
1.04,-0.5
1.044,-0.455
1.048,-0.395
1.052,-0.34
1.056,-0.295
1.06,-0.24
1.064,-0.22
1.068,-0.195
1.072,-0.145
1.076,-0.11
1.08,-0.07
1.084,-0.05
1.088,-0.03
1.092,-0.03
1.096,-0.03
1.1,-0.025
1.104,-0.05
1.108,-0.07
1.112,-0.08
1.116,-0.08
1.12,-0.1
1.124,-0.11
1.128,-0.105
1.132,-0.1
1.136,-0.1
1.14,-0.115
1.144,-0.125
1.148,-0.13
1.152,-0.15
1.156,-0.145
1.16,-0.16
1.164,-0.16
1.168,-0.15
1.172,-0.135
1.176,-0.15
1.18,-0.145
1.184,-0.17
1.188,-0.17
1.192,-0.19
1.196,-0.18
1.2,-0.195
1.204,-0.21
1.208,-0.21
1.212,-0.21
1.216,-0.195
1.22,-0.17
1.224,-0.15
1.228,-0.165
1.232,-0.195
1.236,-0.195
1.24,-0.22
1.244,-0.21
1.248,-0.24
1.252,-0.225
1.256,-0.205
1.26,-0.19
1.264,-0.145
1.268,-0.115
1.272,-0.07
1.276,0.005
1.28,0.06
1.284,0.09
1.288,0.11
1.292,0.14
1.296,0.12
1.3,0.06
1.304,0.06
1.308,0.035
1.312,0.01
1.316,-0.04
1.32,-0.095
1.324,-0.13
1.328,-0.19
1.332,-0.24
1.336,-0.265
1.34,-0.29
1.344,-0.27
1.348,-0.27
1.352,-0.265
1.356,-0.255
1.36,-0.255
1.364,-0.245
1.368,-0.24
1.372,-0.24
1.376,-0.2
1.38,-0.165
1.384,-0.14
1.388,0.01
1.392,0.295
1.396,0.66
1.4,0.87
1.404,1.045
1.408,1.105
1.412,0.715
1.416,-0.24
1.42,-1.11
1.424,-1.545
1.428,-1.645
1.432,-1.585
1.436,-1.345
1.44,-1.0
1.444,-0.715
1.448,-0.51
1.452,-0.41
1.456,-0.36
1.46,-0.33
1.464,-0.3
1.468,-0.33
1.472,-0.3
1.476,-0.305
1.48,-0.3
1.484,-0.285
1.488,-0.28
1.492,-0.28
1.496,-0.26
1.5,-0.255
1.504,-0.255
1.508,-0.3
1.512,-0.32
1.516,-0.33
1.52,-0.32
1.524,-0.305
1.528,-0.335
1.532,-0.3
1.536,-0.295
1.54,-0.3
1.544,-0.28
1.548,-0.31
1.552,-0.335
1.556,-0.36
1.56,-0.37
1.564,-0.395
1.568,-0.415
1.572,-0.42
1.576,-0.41
1.58,-0.41
1.584,-0.44
1.588,-0.41
1.592,-0.43
1.596,-0.475
1.6,-0.495
1.604,-0.52
1.608,-0.53
1.612,-0.54
1.616,-0.565
1.62,-0.57
1.624,-0.585
1.628,-0.59
1.632,-0.615
1.636,-0.64
1.64,-0.675
1.644,-0.7
1.648,-0.72
1.652,-0.715
1.656,-0.7
1.66,-0.745
1.664,-0.71
1.668,-0.705
1.672,-0.705
1.676,-0.69
1.68,-0.68
1.684,-0.69
1.688,-0.66
1.692,-0.655
1.696,-0.61
1.7,-0.55
1.704,-0.49
1.708,-0.405
1.712,-0.35
1.716,-0.3
1.72,-0.23
1.724,-0.195
1.728,-0.14
1.732,-0.1
1.736,-0.09
1.74,-0.05
1.744,-0.03
1.748,0.005
1.752,0.015
1.756,0.055
1.76,0.065
1.764,0.06
1.768,0.08
1.772,0.06
1.776,0.035
1.78,0.045
1.784,0.03
1.788,0.05
1.792,0.035
1.796,0.045
1.8,0.06
1.804,0.09
1.808,0.085
1.812,0.08
1.816,0.055
1.82,0.05
1.824,0.025
1.828,0.02
1.832,0.02
1.836,0.035
1.84,0.035
1.844,0.025
1.848,0.045
1.852,0.02
1.856,0.035
1.86,0.045
1.864,0.01
1.868,-0.015
1.872,-0.02
1.876,-0.015
1.88,-0.005
1.884,-0.01
1.888,0.01
1.892,0.04
1.896,0.03
1.9,0.035
1.904,0.025
1.908,0.015
1.912,0.025
1.916,0.03
1.92,0.015
1.924,0.0
1.928,-0.01
1.932,0.015
1.936,0.03
1.94,0.035
1.944,0.015
1.948,0.005
1.952,0.005
1.956,-0.02
1.96,-0.01
1.964,-0.015
1.968,0.0
1.972,-0.005
1.976,0.005
1.98,0.01
1.984,0.02
1.988,0.01
1.992,0.0
1.996,-0.005
2.0,0.015
2.004,0.0
2.008,0.02
2.012,0.005
2.016,0.025
2.02,0.035
2.024,0.045
2.028,0.06
2.032,0.06
2.036,0.045
2.04,0.01
2.044,0.02
2.048,0.005
2.052,0.015
2.056,0.02
2.06,0.01
2.064,0.02
2.068,0.05
2.072,0.045
2.076,0.025
2.08,0.03
2.084,0.025
2.088,0.02
2.092,0.015
2.096,0.02
2.1,0.04
2.104,0.06
2.108,0.045
2.112,0.035
2.116,0.025
2.12,0.025
2.124,0.02
2.128,0.02
2.132,0.01
2.136,-0.01
2.14,0.005
2.144,0.015
2.148,0.035
2.152,0.035
2.156,0.005
2.16,0.03
2.164,0.06
2.168,0.04
2.172,0.025
2.176,0.045
2.18,0.02
2.184,0.015
2.188,0.015
2.192,0.035
2.196,0.025
2.2,0.055
2.204,0.095
2.208,0.12
2.212,0.155
2.216,0.19
2.22,0.175
2.224,0.17
2.228,0.15
2.232,0.17
2.236,0.205
2.24,0.23
2.244,0.245
2.248,0.255
2.252,0.315
2.256,0.26
2.26,0.205
2.264,0.18
2.268,0.13
2.272,0.06
2.276,0.03
2.28,0.02
2.284,0.0
2.288,-0.035
2.292,-0.045
2.296,-0.025
2.3,0.0
2.304,0.005
2.308,0.02
2.312,0.04
2.316,0.12
2.32,0.17
2.324,0.34
2.328,0.635
2.332,1.025
2.336,1.26
2.34,1.495
2.344,1.53
2.348,1.05
2.352,0.12
2.356,-0.73
2.36,-1.215
2.364,-1.275
2.368,-1.185
2.372,-1.07
2.376,-0.85
2.38,-0.56
2.384,-0.315
2.388,-0.165
2.392,-0.12
2.396,-0.09
2.4,-0.07
2.404,-0.065
2.408,-0.06
2.412,-0.065
2.416,-0.04
2.42,-0.025
2.424,-0.02
2.428,-0.02
2.432,-0.015
2.436,-0.02
2.44,-0.015
2.444,-0.04
2.448,-0.045
2.452,-0.04
2.456,-0.04
2.46,0.0
2.464,0.005
2.468,-0.005
2.472,0.0
2.476,-0.01
2.48,-0.03
2.484,-0.065
2.488,-0.08
2.492,-0.11
2.496,-0.12
2.5,-0.09
2.504,-0.085
2.508,-0.09
2.512,-0.125
2.516,-0.125
2.52,-0.125
2.524,-0.11
2.528,-0.14
2.532,-0.2
2.536,-0.245
2.54,-0.26
2.544,-0.275
2.548,-0.305
2.552,-0.305
2.556,-0.315
2.56,-0.295
2.564,-0.31
2.568,-0.315
2.572,-0.355
2.576,-0.395
2.58,-0.415
2.584,-0.425
2.588,-0.435
2.592,-0.445
2.596,-0.465
2.6,-0.435
2.604,-0.43
2.608,-0.425
2.612,-0.43
2.616,-0.435
2.62,-0.4
2.624,-0.34
2.628,-0.33
2.632,-0.275
2.636,-0.25
2.64,-0.215
2.644,-0.145
2.648,-0.075
2.652,-0.025
2.656,0.0
2.66,0.015
2.664,0.005
2.668,0.0
2.672,0.0
2.676,0.05
2.68,0.07
2.684,0.095
2.688,0.125
2.692,0.105
2.696,0.11
2.7,0.1
2.704,0.075
2.708,0.075
2.712,0.09
2.716,0.1
2.72,0.105
2.724,0.095
2.728,0.095
2.732,0.105
2.736,0.11
2.74,0.105
2.744,0.11
2.748,0.105
2.752,0.085
2.756,0.06
2.76,0.075
2.764,0.065
2.768,0.065
2.772,0.07
2.776,0.09
2.78,0.1
2.784,0.095
2.788,0.115
2.792,0.09
2.796,0.055
2.8,0.035
2.804,0.05
2.808,0.045
2.812,0.05
2.816,0.055
2.82,0.05
2.824,0.045
2.828,0.05
2.832,0.05
2.836,0.045
2.84,0.035
2.844,0.05
2.848,0.015
2.852,0.015
2.856,0.04
2.86,0.09
2.864,0.15
2.868,0.17
2.872,0.235
2.876,0.435
2.88,0.775
2.884,1.125
2.888,1.325
2.892,1.335
2.896,0.94
2.9,0.0
2.904,-0.92
2.908,-1.36
2.912,-1.43
2.916,-1.325
2.92,-1.145
2.924,-0.845
2.928,-0.555
2.932,-0.325
2.936,-0.19
2.94,-0.115
2.944,-0.04
2.948,-0.025
2.952,-0.01
2.956,-0.005
2.96,0.0
2.964,-0.005
2.968,0.01
2.972,-0.02
2.976,-0.01
2.98,-0.025
2.984,-0.02
2.988,-0.025
2.992,-0.02
2.996,-0.02
3.0,-0.025
3.004,-0.03
3.008,-0.03
3.012,-0.045
3.016,-0.05
3.02,-0.085
3.024,-0.075
3.028,-0.06
3.032,-0.09
3.036,-0.1
3.04,-0.1
3.044,-0.1
3.048,-0.115
3.052,-0.105
3.056,-0.115
3.06,-0.16
3.064,-0.19
3.068,-0.2
3.072,-0.25
3.076,-0.245
3.08,-0.28
3.084,-0.265
3.088,-0.285
3.092,-0.305
3.096,-0.35
3.1,-0.385
3.104,-0.405
3.108,-0.425
3.112,-0.475
3.116,-0.47
3.12,-0.475
3.124,-0.485
3.128,-0.48
3.132,-0.51
3.136,-0.515
3.14,-0.495
3.144,-0.505
3.148,-0.5
3.152,-0.455
3.156,-0.425
3.16,-0.385
3.164,-0.33
3.168,-0.3
3.172,-0.24
3.176,-0.2
3.18,-0.115
3.184,-0.08
3.188,-0.075
3.192,-0.045
3.196,-0.035
3.2,-0.01
3.204,-0.02
3.208,0.01
3.212,0.025
3.216,0.03
3.22,0.015
3.224,-0.005
3.228,-0.005
3.232,-0.04
3.236,-0.06
3.24,-0.095
3.244,-0.08
3.248,-0.09
3.252,-0.1
3.256,-0.085
3.26,-0.105
3.264,-0.115
3.268,-0.12
3.272,-0.12
3.276,-0.15
3.28,-0.16
3.284,-0.17
3.288,-0.18
3.292,-0.17
3.296,-0.185
3.3,-0.19
3.304,-0.18
3.308,-0.185
3.312,-0.215
3.316,-0.215
3.32,-0.22
3.324,-0.235
3.328,-0.225
3.332,-0.235
3.336,-0.275
3.34,-0.26
3.344,-0.24
3.348,-0.25
3.352,-0.24
3.356,-0.225
3.36,-0.265
3.364,-0.275
3.368,-0.275
3.372,-0.23
3.376,-0.195
3.38,-0.15
3.384,-0.07
3.388,-0.02
3.392,0.015
3.396,0.025
3.4,0.025
3.404,0.025
3.408,-0.02
3.412,-0.075
3.416,-0.12
3.42,-0.14
3.424,-0.17
3.428,-0.23
3.432,-0.275
3.436,-0.335
3.44,-0.375
3.444,-0.38
3.448,-0.405
3.452,-0.43
3.456,-0.445
3.46,-0.425
3.464,-0.435
3.468,-0.39
3.472,-0.29
3.476,-0.225
3.48,-0.095
3.484,0.17
3.488,0.48
3.492,0.685
3.496,0.78
3.5,0.86
3.504,0.59
3.508,-0.26
3.512,-1.205
3.516,-1.72
3.52,-1.885
3.524,-1.785
3.528,-1.575
3.532,-1.295
3.536,-1.02
3.54,-0.825
3.544,-0.705
3.548,-0.645
3.552,-0.61
3.556,-0.59
3.56,-0.555
3.564,-0.545
3.568,-0.54
3.572,-0.545
3.576,-0.54
3.58,-0.54
3.584,-0.555
3.588,-0.55
3.592,-0.57
3.596,-0.58
3.6,-0.58
3.604,-0.6
3.608,-0.585
3.612,-0.58
3.616,-0.6
3.62,-0.62
3.624,-0.65
3.628,-0.64
3.632,-0.665
3.636,-0.67
3.64,-0.665
3.644,-0.695
3.648,-0.715
3.652,-0.7
3.656,-0.705
3.66,-0.7
3.664,-0.73
3.668,-0.725
3.672,-0.755
3.676,-0.79
3.68,-0.83
3.684,-0.835
3.688,-0.88
3.692,-0.89
3.696,-0.89
3.7,-0.91
3.704,-0.915
3.708,-0.945
3.712,-0.99
3.716,-1.04
3.72,-1.055
3.724,-1.055
3.728,-1.065
3.732,-1.085
3.736,-1.11
3.74,-1.125
3.744,-1.115
3.748,-1.145
3.752,-1.16
3.756,-1.17
3.76,-1.19
3.764,-1.17
3.768,-1.185
3.772,-1.18
3.776,-1.155
3.78,-1.145
3.784,-1.09
3.788,-1.035
3.792,-0.95
3.796,-0.895
3.8,-0.845
3.804,-0.825
3.808,-0.77
3.812,-0.725
3.816,-0.66
3.82,-0.635
3.824,-0.57
3.828,-0.52
3.832,-0.47
3.836,-0.435
3.84,-0.41
3.844,-0.42
3.848,-0.43
3.852,-0.44
3.856,-0.43
3.86,-0.415
3.864,-0.415
3.868,-0.445
3.872,-0.405
3.876,-0.42
3.88,-0.42
3.884,-0.425
3.888,-0.415
3.892,-0.435
3.896,-0.45
3.9,-0.445
3.904,-0.46
3.908,-0.43
3.912,-0.47
3.916,-0.445
3.92,-0.465
3.924,-0.46
3.928,-0.46
3.932,-0.465
3.936,-0.485
3.94,-0.495
3.944,-0.5
3.948,-0.52
3.952,-0.525
3.956,-0.525
3.96,-0.52
3.964,-0.52
3.968,-0.48
3.972,-0.5
3.976,-0.525
3.98,-0.53
3.984,-0.54
3.988,-0.545
3.992,-0.555
3.996,-0.555
4.0,-0.555
4.004,-0.545
4.008,-0.54
4.012,-0.54
4.016,-0.53
4.02,-0.54
4.024,-0.56
4.028,-0.58
4.032,-0.59
4.036,-0.595
4.04,-0.595
4.044,-0.57
4.048,-0.57
4.052,-0.575
4.056,-0.555
4.06,-0.57
4.064,-0.575
4.068,-0.595
4.072,-0.605
4.076,-0.62
4.08,-0.62
4.084,-0.62
4.088,-0.61
4.092,-0.6
4.096,-0.585
4.1,-0.585
4.104,-0.595
4.108,-0.605
4.112,-0.595
4.116,-0.59
4.12,-0.635
4.124,-0.605
4.128,-0.615
4.132,-0.615
4.136,-0.62
4.14,-0.58
4.144,-0.57
4.148,-0.605
4.152,-0.6
4.156,-0.615
4.16,-0.635
4.164,-0.64
4.168,-0.65
4.172,-0.64
4.176,-0.625
4.18,-0.625
4.184,-0.595
4.188,-0.61
4.192,-0.585
4.196,-0.61
4.2,-0.62
4.204,-0.65
4.208,-0.64
4.212,-0.63
4.216,-0.64
4.22,-0.655
4.224,-0.63
4.228,-0.62
4.232,-0.625
4.236,-0.615
4.24,-0.635
4.244,-0.63
4.248,-0.635
4.252,-0.66
4.256,-0.65
4.26,-0.665
4.264,-0.655
4.268,-0.645
4.272,-0.635
4.276,-0.615
4.28,-0.61
4.284,-0.64
4.288,-0.625
4.292,-0.65
4.296,-0.66
4.3,-0.665
4.304,-0.66
4.308,-0.65
4.312,-0.61
4.316,-0.56
4.32,-0.545
4.324,-0.5
4.328,-0.51
4.332,-0.51
4.336,-0.52
4.34,-0.505
4.344,-0.51
4.348,-0.495
4.352,-0.49
4.356,-0.49
4.36,-0.49
4.364,-0.51
4.368,-0.53
4.372,-0.57
4.376,-0.58
4.38,-0.63
4.384,-0.65
4.388,-0.675
4.392,-0.695
4.396,-0.725
4.4,-0.72
4.404,-0.705
4.408,-0.7
4.412,-0.7
4.416,-0.69
4.42,-0.665
4.424,-0.635
4.428,-0.58
4.432,-0.475
4.436,-0.195
4.44,0.16
4.444,0.44
4.448,0.595
4.452,0.72
4.456,0.62
4.46,-0.1
4.464,-1.05
4.468,-1.74
4.472,-2.025
4.476,-2.065
4.48,-1.895
4.484,-1.63
4.488,-1.325
4.492,-1.07
4.496,-0.94
4.5,-0.87
4.504,-0.795
4.508,-0.77
4.512,-0.795
4.516,-0.8
4.52,-0.8
4.524,-0.79
4.528,-0.79
4.532,-0.76
4.536,-0.745
4.54,-0.735
4.544,-0.75
4.548,-0.77
4.552,-0.765
4.556,-0.785
4.56,-0.805
4.564,-0.8
4.568,-0.79
4.572,-0.815
4.576,-0.81
4.58,-0.785
4.584,-0.79
4.588,-0.8
4.592,-0.79
4.596,-0.815
4.6,-0.815
4.604,-0.835
4.608,-0.86
4.612,-0.845
4.616,-0.875
4.62,-0.865
4.624,-0.875
4.628,-0.86
4.632,-0.845
4.636,-0.89
4.64,-0.925
4.644,-0.97
4.648,-0.975
4.652,-0.995
4.656,-1.005
4.66,-1.04
4.664,-1.06
4.668,-1.035
4.672,-1.06
4.676,-1.07
4.68,-1.085
4.684,-1.105
4.688,-1.135
4.692,-1.15
4.696,-1.155
4.7,-1.19
4.704,-1.19
4.708,-1.215
4.712,-1.21
4.716,-1.21
4.72,-1.225
4.724,-1.23
4.728,-1.24
4.732,-1.235
4.736,-1.215
4.74,-1.185
4.744,-1.165
4.748,-1.125
4.752,-1.06
4.756,-1.01
4.76,-0.965
4.764,-0.93
4.768,-0.855
4.772,-0.795
4.776,-0.73
4.78,-0.665
4.784,-0.64
4.788,-0.64
4.792,-0.59
4.796,-0.555
4.8,-0.54
4.804,-0.535
4.808,-0.52
4.812,-0.505
4.816,-0.54
4.82,-0.55
4.824,-0.56
4.828,-0.58
4.832,-0.575
4.836,-0.575
4.84,-0.545
4.844,-0.53
4.848,-0.55
4.852,-0.545
4.856,-0.54
4.86,-0.56
4.864,-0.565
4.868,-0.58
4.872,-0.58
4.876,-0.565
4.88,-0.565
4.884,-0.575
4.888,-0.57
4.892,-0.585
4.896,-0.58
4.9,-0.57
4.904,-0.59
4.908,-0.615
4.912,-0.625
4.916,-0.62
4.92,-0.62
4.924,-0.605
4.928,-0.59
4.932,-0.58
4.936,-0.58
4.94,-0.59
4.944,-0.595
4.948,-0.61
4.952,-0.62
4.956,-0.61
4.96,-0.6
4.964,-0.605
4.968,-0.6
4.972,-0.58
4.976,-0.575
4.98,-0.55
4.984,-0.545
4.988,-0.575
4.992,-0.605
4.996,-0.545
5.0,-0.33
5.004,0.055
5.008,0.425
5.012,0.71
5.016,0.565
5.02,-0.325
5.024,-1.26
5.028,-1.8
5.032,-2.02
5.036,-2.015
5.04,-1.925
5.044,-1.765
5.048,-1.495
5.052,-1.14
5.056,-0.815
5.06,-0.63
5.064,-0.545
5.068,-0.535
5.072,-0.505
5.076,-0.505
5.08,-0.52
5.084,-0.51
5.088,-0.495
5.092,-0.525
5.096,-0.52
5.1,-0.49
5.104,-0.5
5.108,-0.52
5.112,-0.515
5.116,-0.52
5.12,-0.545
5.124,-0.57
5.128,-0.595
5.132,-0.61
5.136,-0.6
5.14,-0.615
5.144,-0.605
5.148,-0.615
5.152,-0.625
5.156,-0.615
5.16,-0.64
5.164,-0.655
5.168,-0.66
5.172,-0.68
5.176,-0.68
5.18,-0.71
5.184,-0.73
5.188,-0.735
5.192,-0.73
5.196,-0.75
5.2,-0.77
5.204,-0.77
5.208,-0.8
5.212,-0.825
5.216,-0.86
5.22,-0.91
5.224,-0.925
5.228,-0.925
5.232,-0.915
5.236,-0.91
5.24,-0.905
5.244,-0.925
5.248,-0.94
5.252,-0.965
5.256,-0.98
5.26,-0.96
5.264,-0.96
5.268,-0.935
5.272,-0.905
5.276,-0.86
5.28,-0.825
5.284,-0.78
5.288,-0.74
5.292,-0.675
5.296,-0.635
5.3,-0.59
5.304,-0.525
5.308,-0.505
5.312,-0.465
5.316,-0.445
5.32,-0.4
5.324,-0.375
5.328,-0.345
5.332,-0.355
5.336,-0.35
5.34,-0.38
5.344,-0.38
5.348,-0.405
5.352,-0.425
5.356,-0.435
5.36,-0.44
5.364,-0.44
5.368,-0.44
5.372,-0.445
5.376,-0.43
5.38,-0.44
5.384,-0.485
5.388,-0.5
5.392,-0.485
5.396,-0.5
5.4,-0.505
5.404,-0.49
5.408,-0.49
5.412,-0.48
5.416,-0.485
5.42,-0.48
5.424,-0.49
5.428,-0.5
5.432,-0.505
5.436,-0.505
5.44,-0.53
5.444,-0.52
5.448,-0.55
5.452,-0.52
5.456,-0.485
5.46,-0.495
5.464,-0.51
5.468,-0.49
5.472,-0.51
5.476,-0.505
5.48,-0.53
5.484,-0.53
5.488,-0.52
5.492,-0.52
5.496,-0.485
5.5,-0.455
5.504,-0.425
5.508,-0.38
5.512,-0.3
5.516,-0.24
5.52,-0.2
5.524,-0.18
5.528,-0.16
5.532,-0.17
5.536,-0.21
5.54,-0.215
5.544,-0.235
5.548,-0.285
5.552,-0.315
5.556,-0.365
5.56,-0.435
5.564,-0.495
5.568,-0.535
5.572,-0.56
5.576,-0.58
5.58,-0.56
5.584,-0.57
5.588,-0.56
5.592,-0.535
5.596,-0.535
5.6,-0.53
5.604,-0.55
5.608,-0.53
5.612,-0.48
5.616,-0.445
5.62,-0.365
5.624,-0.125
5.628,0.225
5.632,0.535
5.636,0.72
5.64,0.845
5.644,0.705
5.648,-0.025
5.652,-1.01
5.656,-1.665
5.66,-1.94
5.664,-1.94
5.668,-1.725
5.672,-1.415
5.676,-1.07
5.68,-0.825
5.684,-0.72
5.688,-0.655
5.692,-0.64
5.696,-0.64
5.7,-0.64
5.704,-0.62
5.708,-0.605
5.712,-0.61
5.716,-0.59
5.72,-0.57
5.724,-0.56
5.728,-0.56
5.732,-0.57
5.736,-0.56
5.74,-0.56
5.744,-0.58
5.748,-0.61
5.752,-0.59
5.756,-0.585
5.76,-0.585
5.764,-0.585
5.768,-0.56
5.772,-0.585
5.776,-0.61
5.78,-0.62
5.784,-0.635
5.788,-0.665
5.792,-0.685
5.796,-0.665
5.8,-0.665
5.804,-0.685
5.808,-0.67
5.812,-0.665
5.816,-0.685
5.82,-0.705
5.824,-0.725
5.828,-0.755
5.832,-0.795
5.836,-0.795
5.84,-0.825
5.844,-0.84
5.848,-0.865
5.852,-0.845
5.856,-0.85
5.86,-0.885
5.864,-0.885
5.868,-0.92
5.872,-0.975
5.876,-0.99
5.88,-1.0
5.884,-1.0
5.888,-1.03
5.892,-1.02
5.896,-1.02
5.9,-1.03
5.904,-0.99
5.908,-1.005
5.912,-1.005
5.916,-1.005
5.92,-0.99
5.924,-0.955
5.928,-0.9
5.932,-0.85
5.936,-0.8
5.94,-0.715
5.944,-0.67
5.948,-0.58
5.952,-0.54
5.956,-0.5
5.96,-0.47
5.964,-0.435
5.968,-0.41
5.972,-0.385
5.976,-0.355
5.98,-0.325
5.984,-0.3
5.988,-0.265
5.992,-0.265
5.996,-0.26
6.0,-0.27
6.004,-0.28
6.008,-0.28
6.012,-0.295
6.016,-0.29
6.02,-0.28
6.024,-0.295
6.028,-0.275
6.032,-0.27
6.036,-0.25
6.04,-0.265
6.044,-0.275
6.048,-0.3
6.052,-0.305
6.056,-0.305
6.06,-0.29
6.064,-0.31
6.068,-0.275
6.072,-0.28
6.076,-0.285
6.08,-0.305
6.084,-0.295
6.088,-0.335
6.092,-0.345
6.096,-0.305
6.1,-0.33
6.104,-0.33
6.108,-0.31
6.112,-0.315
6.116,-0.305
6.12,-0.315
6.124,-0.315
6.128,-0.32
6.132,-0.325
6.136,-0.33
6.14,-0.34
6.144,-0.33
6.148,-0.335
6.152,-0.34
6.156,-0.34
6.16,-0.305
6.164,-0.295
6.168,-0.305
6.172,-0.305
6.176,-0.31
6.18,-0.345
6.184,-0.335
6.188,-0.34
6.192,-0.33
6.196,-0.35
6.2,-0.335
6.204,-0.32
6.208,-0.305
6.212,-0.3
6.216,-0.315
6.22,-0.32
6.224,-0.33
6.228,-0.33
6.232,-0.34
6.236,-0.315
6.24,-0.31
6.244,-0.325
6.248,-0.31
6.252,-0.32
6.256,-0.305
6.26,-0.305
6.264,-0.31
6.268,-0.32
6.272,-0.33
6.276,-0.3
6.28,-0.32
6.284,-0.33
6.288,-0.32
6.292,-0.33
6.296,-0.295
6.3,-0.28
6.304,-0.29
6.308,-0.295
6.312,-0.31
6.316,-0.32
6.32,-0.32
6.324,-0.315
6.328,-0.325
